rpid,点赞数量,用户,性别,等级,评论内容,发布时间
143197237120,7,船長captainnnnn,男,6,BV13541197sS,5天前发布
143203590480,38,漪诗,保密,6,六蛋老师好像恰了一个我们支持不起的饭,5天前发布
143231773408,1,蟋蟀果果,男,5,人不能迈进同一条河流两次，所以时间的形状是河流,5天前发布
143377905904,471,镜王MirrorKing,男,4,第一层：时间是什么形状的？第二层：钟，怀表，腕表第三层：广告,4天前发布
143255325360,299,GSCmax,男,6,卡地亚的设计可能是艺术生的浪漫，而理工生的浪漫是这样的：一块纯净的石英晶体在精确的设计和切割下，震荡频率被锁定在每秒32768次，这样的石英晶体被封装在一个微小的金属罐子中。它被大型机器批量生产，甚至单个的价格只有几毛钱。搭载这个石英晶体的手表在走时精度完全碾压机械手表的前提下，一个却只卖你几十块钱。,5天前发布
143197950496,627,南树荫,保密,5,秒的定义：当铯-133原子位于海平面处于非扰动基态时两个超精细能级间跃迁对应的辐射频率ΔνCs以Hz(即等于s-1)为单位表达时选取固定数值9192631770倍来定义秒。[doge],5天前发布
143209235040,193,孤草solitude,保密,3,我看到了我的爱恋我飞到她的身边我捧出给她的礼物那是一小块凝固的时间时间上有美丽的条纹摸起来像浅海的泥一样柔软她把时间涂满全身然后拉起我飞向存在的边缘这是灵态的飞行我们眼中的星星像幽灵星星眼中的我们也像幽灵,5天前发布
143272747024,76,入木三分木三,男,6,这广告的渲染力太强了吧，真的有很多值得学习的东西，从文案表达到艺术表现上感觉真的可以收获很多东西[喜欢][喜欢][喜欢],5天前发布
143204566320,107,Oooo0ohmygosh,保密,5,时间是甲方爸爸的形状[脱单doge],5天前发布
143196497520,362,冷漠的十一,男,5,嚯！瞧瞧！人这广告做的！,5天前发布
143194550400,127,雨轩z-,男,5,当然是他的形状 (即答,5天前发布
143236138672,45,IGGY_金州大中锋斯蒂芬,男,6,o老师的选题和文案真的是从不令人失望,5天前发布
143648694176,9,蛋蓝_Glubees,保密,3,分分秒秒的存在不是上帝的意图，也不是大自然的产物，而是人类运用自己创造出来的机械和自己对话的结果。——《娱乐至死》；时间和文字一样，是一种隐喻，因此，它的确切形状真正是由人类的思想决定的。[脱单doge],3天前发布
143194160976,130,竹鼠打不过中署,男,6,看成叶问是什么形状的不会就我一个吧,5天前发布
143194905472,40,匿岛_,男,4,爱吃梅菜扣肉的陈相因老师好[脱单doge],5天前发布
143193853792,895,HITCJM,男,5,考研人，现在在摆和疯之间振荡,5天前发布
143224464928,4,琼歌是真穷QAQ,男,6,虽然抓不住时间，但是我能抓住未来,5天前发布
143297872432,3,拉斯普汀,保密,5,时间是眼镜的形状....,5天前发布
143211928096,11,柳相若晦,保密,5,中国古代通过天色判断的是时辰。时间的间与无间类似，意为没有间息，即连续，持续。但相较于天体来说人类科学家可以推测出它们诞生的时间，却无法推测出时间诞生的时间。显然，作为无终点，甚至对于广袤的宇宙而言，对人类重要的时间也许只是让人类有着一份获取宇宙信息的身份。时间的价值正如世界上如今的各种主义一般，存在于书本，存在于现实。从古至今，似乎对时间的重视越来越足，事实上，越是对身体把握的人，对时间的把握便会越强，但相应的，这样的人对时间的意义却缺少了一定的思考。,5天前发布
143675449728,2,香蕉999,男,4,这个视频由oooooohmygosh发出来，略微有点掉价了,2天前发布
143200702528,34,夕之溪,男,5,虽然手表是在怀表之后发明的，但不知为何我戴不习惯手表，哪怕是最轻便的运动手环都有异物感，我现在还是更喜欢怀表,5天前发布
143197237120,7,船長captainnnnn,男,6,BV13541197sS,5天前发布
143203590480,38,漪诗,保密,6,六蛋老师好像恰了一个我们支持不起的饭,5天前发布
143215219392,1,勿雨You,男,3,要知道这世上本就没有时间,5天前发布
143237582368,2,色即是__即是色,保密,5,时间是二维复平面啊[doge],5天前发布
143195663808,13,firstgrz,男,6,引力可以扭曲时间，所以是不是可以说时间的形状受引力影响[脱单doge][脱单doge][脱单doge],5天前发布
143226412240,2,正直door哲学,男,4,是梨形的，详见《果壳中的宇宙》这本书[脱单doge],5天前发布
143193786864,3,朱三儿,男,6,哦哦,5天前发布
143193718912,10,小叶问,保密,6,劳模！！！[打call][打call][打call][打call],5天前发布
144106760128,0,鏪---------------,男,3,其实，时间是一个不断扩张的球,3小时前发布
143221324288,2,你看上去不开心的样子,男,5,时间是窗台下缓缓蠕动的光阴,5天前发布
143727335200,0,bili_19587500117,保密,2,其实我个人认为时间只不过是物质空间性质变化的具象化罢了，当然只是个人论点,2天前发布
143208772944,2,闻道往御,男,6,有个曼德拉现象说的是，罗马数字4通常用IIII来表示，而我们印象当中总是IV,5天前发布
143983358752,0,-孤舟遗梦-,保密,6,原来是广告,22小时前发布
143296679936,0,米萨卡米可多,女,4,根据各种因素来说，时间是无形的抽象的，是接近一个维度的。时间在通常情况下都是熵增的，时间也许是一个空间,5天前发布
143357162128,0,行星earth,男,5,人看不到时间，人只能看到运动,4天前发布
143287277344,3,有志向的纸飞机,保密,6,囗一囗    .   .,5天前发布
143228948064,0,lazboy_,男,5,如果这个视频是高中作文的话应该不错，可是我觉得这内容与标题属实差异过大...,5天前发布
144048819840,0,kszyh_c,男,5,不如敖厂长和异化,16小时前发布
143196243696,3,Jack-ReCoIN,男,3,这种表看着就不是给人带的，是给人买的。,5天前发布
143244419552,0,BALANCISM,保密,5,卡地亚不需要美丑。,5天前发布
143203917408,3,我是李二喵啊,男,6,有一句我奉为经典“流逝的不是时间，是我们”,5天前发布
143201497440,6,恣思,男,6,时间已经是空间的形状了[doge],5天前发布
143201497440,6,恣思,男,6,时间已经是空间的形状了[doge],5天前发布
143563083680,1,繁盛心路,男,5,时间就像腿上的猫咪，撸着撸着。。。？！？哪去了？[妙啊],3天前发布
143774841744,3,小朱朱Jerry,保密,5,从一开始就是广告，都快看完了弹幕说傻孩子快跑，给我整笑了,2天前发布
143536806560,1,简纸Paper,保密,5,智能的时间 是 圆角矩形 的形状[妙啊],3天前发布
143415132832,1,Oliver_Fang,男,5,这个视频成功的让我对卡地亚这个品牌产生了兴趣，但不好意思，我买不起。。。,4天前发布
143195914000,0,iz旅行茶,保密,5,时间张在历史书的后面,5天前发布
143193728448,2,FrankLee__,男,5,来咯咯咯咯咯咯,5天前发布
143862098000,1,萧飞飞_飞,男,5,答辩,1天前发布
143194925856,1,量子少年-曹丰泽,保密,5,@五清六分批,5天前发布
143195953168,3,玖柒年清明,保密,6,虽然猜到是商单，不过依然很有意思~,5天前发布
143226429520,1,劫影起飞,保密,4,砸瓦鲁多！,5天前发布
143245512800,1,姜蚕カイコ,保密,6,时间的形状是进度条,5天前发布
143199496736,1,金立大金刚,保密,5,@时间只玩辅 [doge],5天前发布
143221630480,1,木子李OOxx,保密,2,没时间不存在，时间就是运动,5天前发布
143218017312,1,陌路北-,保密,3,砸鲁瓦多！,5天前发布
143194878400,2,尺规Rulcomp,男,5,满分作文！,5天前发布
143221806400,1,刹那间把握住未来,保密,5,我能被抓住[脱单doge],5天前发布
143221646736,1,天辰沐云,男,5,我跟up战力相同，但我只有600杯，你猜猜为什么？[doge][doge],5天前发布
143194214064,1,川島あ,男,4,热乎，老师好[吃瓜],5天前发布
143193804288,1,黑明月非明月,保密,5,111,5天前发布
143226871280,0,曦戳戳,保密,3,我现在就浪费6分01秒 时间在看东西 我打字也费时间,5天前发布
143222215280,1,刀片批发杨老板,保密,4,说了一堆废话原来是个广告,5天前发布
143200352800,1,zobs,保密,5,封面是不是致敬爱死机[哦呼],5天前发布
143194612896,1,劉子甫,保密,3,失踪人士回归！！！！！[打call],5天前发布
143199835008,1,冷面娃子,保密,5,确实很有意思，手表也确实好看，只不过我买不起[妙啊],5天前发布
143736001472,0,UR超凡,男,5,梯形,2天前发布
143512660256,0,秃了我依然坚挺,保密,4,[热词系列_知识增加],3天前发布
143272338176,0,BOBOWING-,保密,5,加油o老师,5天前发布
143839468432,0,误入中年的甲戌人,保密,6,时间，人类幻想出来的东西[doge],1天前发布
143513602752,0,博客去法国,保密,5,锥形,3天前发布
143270078768,1,索普的肥皂,保密,6,这个公商牛了,5天前发布
143221901744,0,我是大m9元首,保密,2,世界,5天前发布
143773162768,0,远山之巅のAzalea,保密,6,这个广告体现出了卡地亚这个老牌的逼格，氛围感满满的,2天前发布
143213278032,0,cookiy,保密,6,卡地亚有三问吗,5天前发布
143800185664,0,昔日枭,保密,5,我比较相信没有时间这个概念。万事万物，都只有空间概念，时间的流逝只不过是空间内物质的移动和变化。当空间内物质完全静止时，这是时间停止。当空间内物质重现时，这是时间回溯。空间概念可以解释时间。,2天前发布
143215728464,0,空之宫,保密,4,照片,5天前发布
143533738816,0,原罪23333,男,5,也许时间是不存在的,3天前发布
143409155072,0,王母鬼宴,保密,4,《你》,4天前发布
143215533872,0,菜虚菌,保密,5,我能抓住未来,5天前发布
143622787376,0,阿嘴Vicky,女,5,时间是无形的,3天前发布
143275825664,0,尽可能佛系的肥宅,保密,5,买不起啊，老铁~,5天前发布
143221276288,0,美国资本幕后黑手,保密,5,时间道祖,5天前发布
143215165872,0,我想品尝何畅的咸,保密,5,时间就是上帝,5天前发布
143212323888,0,AC雅木茶,男,5,没有时间,5天前发布
143479816224,0,皓爷_,保密,2,在三维中的时间只是三维物体运动产生的东西而已，时间轴在四维,4天前发布
143274630368,0,莱奥内尔梅西,保密,6,没有变化，就没有时间。,5天前发布
143613137664,0,荒泷抽卡必中一斗,男,5,光锥之内即命运,3天前发布
143612253424,0,覆水观风,男,3,摸起来像浅海的泥一样柔软[doge][doge][doge],3天前发布
143306549792,0,坐禅飞升世,保密,4,[小A和小B_喝茶],5天前发布
143211854704,0,花述卿,保密,5,世间是过程量,5天前发布
143546394320,0,新月q,保密,6,天圆地方。,3天前发布
143309627072,0,大家好我是MEU,保密,5,哎我，，看成叶问是什么形状的了,5天前发布
143229988848,0,彩色柠檬蜂蜜,男,5,变化就是时间,5天前发布
143222652048,0,努力的Frankie,保密,5,卡地亚广告啊,5天前发布
143318962768,0,RZN山林骑迹,保密,5,真香,5天前发布
143210502240,0,B站的人都好鬼畜,男,5,咋瓦鲁多,5天前发布
143337439520,0,陈怡咿呀,女,4,太牛了这个广告！,5天前发布
143223600384,0,恶作剧之雨,保密,5,日晷晚上也可以使用吗？,5天前发布
143266348176,0,小灰猫战车长,保密,6,卡地亚屹立不倒[doge],5天前发布
143233067712,0,第一个蓝色橘子,保密,6,你说的是时刻，不是时间,5天前发布
143214626112,0,钱大宝啊,保密,4,时间是距离单位[doge],5天前发布
143372661056,0,蜻廷斑纹,男,5,好在意那个按钮啊,4天前发布
143210982960,0,古游2018,男,5,时间长河里我游过泳,5天前发布
143404543568,0,殆烬,女,6,时间不是物体的固有属性嘛[脱单doge],4天前发布
143354694736,0,凌阿-,保密,5,刹那抓住了未来,4天前发布
143226137632,0,放手我没病,保密,2,但我能抓住未来[doge],5天前发布
143218071744,0,请叫我孑然君,男,6,大家玩了命的买呀,5天前发布
143217691968,0,A罗万象,男,5,抓住时间到没有看过，到是看过抓住未来的,5天前发布
143246039904,0,RoomyCentaur476,男,5,真的做的好好！！满分作文！(=・ω・=),5天前发布
143222306896,0,HIMLP,男,6,好家伙这id有点眼熟[思考]，我好像在vrc见过,5天前发布
143265280944,0,莜花菇,保密,5,我们需要做些什么来留住时间,5天前发布
143247649424,0,1成联盟的10,男,6,封面是OuO（错乱,5天前发布
143223043520,0,夜雨Majic_橙Jwist,女,5,我能让时间停止[脱单doge],5天前发布
143209251136,0,玄灵大法师,男,5,这集讲工业设计,5天前发布
143202672464,0,Diego-PP,保密,6,先赞后看,5天前发布
143222420544,0,啊祖永不收手,保密,5,我弟弟最懂时间,5天前发布
143321022480,0,音乐方块music_box,男,6,圆，方，与曲面形233,5天前发布
143225837072,0,进击的屑猫猫战士,保密,4,时间是戴着帽子的鲸鱼,5天前发布
143408554784,0,JBkingLA,保密,5,整个奢表行业都该感谢卡地亚投这种表类设计美学的广告。[脱单doge],4天前发布
143223309600,0,露西亚最爱的指挥官,保密,5,价格侠呢，我心动了😭,5天前发布
143223210496,0,豆花fa,女,6,这个广告可买不起啊！[大哭],5天前发布
143276792064,0,appleemotion,保密,5,既然甲方爸爸来都来了，要不抽一块吧（doge,5天前发布
143205218656,0,勿忘兴辰,保密,6,老师好强[打call],5天前发布
143211063872,0,人是帅逼,保密,4,宇宙可以抓住我们定义上的时间,5天前发布
143350200544,0,门庭深冷濑,保密,4,时间是无形的，浸在我们生活的每一寸里。,4天前发布
143215443424,0,骷髅弓箭兵,保密,3,。。。说了跟没说一样，时间是人定义的都知道啊,5天前发布
143279909888,0,庄心遇,男,5,时间是不存在的，只不过是事物运动的过程，我们把这个过程叫做时间,5天前发布
143207202064,0,乐乐乐乐乐乐乐不乐了,保密,4,27 处罗马数字的字体,5天前发布
143289252224,0,杂鼠,男,5,世间本不存在，有了生死，便有了时间[doge],5天前发布
143236462032,0,罒4罒,男,6,她把时间涂满全身……[新月冰冰!_达咩],5天前发布
143217637328,0,永远不死的单身强,保密,5,有没有那么一种可能？时间只是个计数单位。,5天前发布
143206298288,0,爱笑的瞳眸,男,5,时间有形状这个属性吗,5天前发布
143207808720,0,一个半圈圈,保密,5,整活是吧[doge],5天前发布
143259782096,0,Dueleelamor,保密,5,想了解时间吗？掀开衣服看看自己的肚子吧！[OK],5天前发布
143338624016,0,hjhjjhjgjjgdjdj,男,4,〇〇,5天前发布
143221988224,0,给你噶一刀,男,3,我就是时间[doge]我浪费了一秒，也就意味着你一秒没了[doge],5天前发布
143225608736,0,妹妹早上好o,男,6,我妈应该能，她经常说抓紧时间，能不能给我抓紧点时间,5天前发布
143221920208,0,心如止水-RK,保密,3,也许时间并不存在，只是分子热运动的过程,5天前发布
143285307360,0,DecemberHoliday,男,5,没有广告，但全是广告，六个蛋老师太牛了ε=ε=(ノ≧∇≦)ノ,5天前发布
143217654752,0,月熐灵渊,保密,4,时间只是运动的刻度罢了，抓住个屁,5天前发布
143217654752,0,月熐灵渊,保密,4,时间只是运动的刻度罢了，抓住个屁,5天前发布
143215097248,0,-林夏天-,男,6,inspriation的创作往往是最重要的，希望up以后多讲讲这类视频[热词系列_三连],5天前发布
143211057904,0,留声相机,男,5,时间就是我codM里全套的大马士革,5天前发布
143222110288,0,赫在在,保密,6,[妙啊]『THE WORLD』,5天前发布
143205973504,0,困在时间里的诺艾尔,男,6,让我想起那副名作《永恒的时间》,5天前发布
143294715776,0,praystark,保密,5,卡地亚是会选up主的。这视频的质感是可以帮助提升品牌逼格的。,5天前发布
143255970064,0,喵嗷呜-嗷呜-嗷呜,保密,5,帮大家看过了，基本是普通款式2万起步[脱单doge][脱单doge],5天前发布
143208808624,0,夏日悲挽,保密,5,我推荐达利的《记忆的永恒》[doge],5天前发布
143226591680,0,bili_30207614907,保密,3,就是这个up主，我们美术老师讲课就用了他的视频，我终于找到了[星星眼],5天前发布
143221987120,0,仙人掌捷克,男,5,或许根本没有时间，一切都是物体的运动而已[微笑],5天前发布
143207505520,0,奇闲小锦鲤,男,5,这个广告太秀了，[打call],5天前发布
143242974336,0,少女们5051,男,6,《时间的形状：相对论史话》,5天前发布
143245302240,0,27KeeningClub,女,5,omg的動畫效果[保卫萝卜_哭哭]好羨慕，太美了，捏嗎的,5天前发布
143226346096,0,这塔我不能让,保密,5,人要是能观测到时间就不会可笑到用长度和距离表示时间了,5天前发布
143215202688,0,卡片龙,男,5,奶奶说过，我已经抓住未来了[墨镜],5天前发布
143210041984,0,哈尔润泽,男,3,时间是不存在的，是人类为了标记运动而人为设定的一个量。假设没有运动，就没有时间。,5天前发布
143210393008,0,渚X碇,男,5,只看标题的话我想说，时间其实并不存在，所谓的时间以及不过是基于物质变化的存在，如果事物一成不变，那么记录的时间也失去了他原本的意义，所谓的回溯时间，不如说是把事物回归到从前的一种状态,5天前发布
143243303472,0,Trigger李爻卿,保密,6,时间可以是任何形状的运动[脱单doge],5天前发布
143197194304,0,木又感情的德先生,男,4,热乎的,5天前发布
143221504784,0,会摇花手的靓仔,保密,4,时间是抽象的，就好像事物发展的规律，趋于混乱，熵增不可逆,5天前发布
143203143152,0,ZeroDawns,男,6,媒介即认识论[doge],5天前发布
143226082400,0,吾讨厌下雨天,保密,2,时间就是发明的一个词而已，只在我们的认知里,5天前发布
143217771408,0,太二散人丶,男,6,加钟[妙啊]我不仅能抓住还能摸还能捏,5天前发布
143211201184,0,MaSteR风车,男,6,这广告做的是真高级,5天前发布
143226786320,0,名字太短懒得打,保密,4,她把时间涂满全身……[脱单doge][脱单doge][脱单doge],5天前发布
143204155904,0,Max--G,男,5,这个广告真的好高端呐,5天前发布
143205414640,0,俺是泡泡_,男,3,时间是这个视频 看完需要六分零二秒,5天前发布
143209823456,0,内浜学园天文学会,保密,6,无论表再怎么奇形怪状，里面的齿轮也永远是圆的，不可能是方形或者是椭圆形[doge],5天前发布
143206440272,0,W1therxxX,男,5,wc   看完了 才发现是广告 nb[生气],5天前发布
143204766048,0,Soulxg,男,3,温度计不是温度本身，其它测量工具同样如此,5天前发布
143204186208,0,MaxinUp,保密,6,六蛋风格的宣传片式广告[惊喜],5天前发布
143211204800,0,电分析化学,保密,5,马克思主义认为，时间是一维的，和空间一起作为运动的存在形式。,5天前发布
143208978112,0,林深见人,男,5,时间是人提出来的然后把人控制了[doge],5天前发布
143208648960,0,海绵宝宝羽雪儿,保密,6,时间没有形状，因为抽象概念没有形状,5天前发布
143199752352,0,食葫芦的葫芦娃,保密,6,看封面以为是爱死机[吃瓜],5天前发布
143210826064,0,李凌瑞Furry_Li,保密,2,这个广告打的好高级啊,5天前发布
143201351200,0,Sour八宝周,保密,5,第一次那么看广告那么舒服[星星眼],5天前发布
143200340944,0,时间_会给我答案,男,5,没有预告的突然更新必是广告,5天前发布
143198482016,0,Colin-Shower,保密,6,我到最后都没想到这是广告,5天前发布
143193941232,0,zklmoooo,保密,6,来了,5天前发布
143193834624,0,苏热su,男,6,[吃瓜][吃瓜],5天前发布
143193753760,0,新事物luck,男,4,来了,5天前发布
143193984656,0,Indexxxxxxx,保密,6,哦哦哦,5天前发布
143195027776,0,将携微醺入睡,男,5,[星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼]质量上乘,5天前发布
143774841744,3,小朱朱Jerry,保密,5,从一开始就是广告，都快看完了弹幕说傻孩子快跑，给我整笑了,2天前发布
143196226480,1,victorartist,保密,4,作为一个懒人，我表示时间是二极管的形状[doge][OK],5天前发布
143193948848,0,声忌,保密,5,看到陈老师更新火速赶来[热词系列_三连],5天前发布
143194059712,0,我的世界XP君,保密,3,我不到啊（一脸懵逼）[doge],5天前发布
143492886352,0,Brendan_Cooper,男,5,这个视频的意义是什么,4天前发布
143276766560,1,_大苹果_,男,5,能恰到卡地亚的饭是六蛋哥影响力的体现[支持],5天前发布
143227440592,1,非正宗兰州拉粉,保密,5,对现代美学有原则的人，一定恰不了卡地亚手表这碗饭,5天前发布
143208090096,0,七肢桶的粑粑,保密,5,洽饭恰出哲学儿,5天前发布
143249019376,0,炒虾仁同学,女,4,这饭恰的我有点高攀不起[微笑],5天前发布
143374050272,0,该死的我1,保密,5,我是来听弹幕发表自己关于时间的观点的吗，我是来看up主讲关于时间的设计的，不懂一堆人在秀什么呢,4天前发布
143227552912,0,Kind_Demon,保密,3,很好，你浪费了我6分钟，还有两秒看了下评论[脱单doge][脱单doge],5天前发布
143221750800,0,同志来口大伊万,男,5,抓住了一只蝉，就像抓住了整个夏天蟑螂.JPG,5天前发布
